#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PLCG1	ALK	9606.ENSP00000244007	9606.ENSP00000373700	0	0	0	0	0	0.594	0.900	0.484	0.977
PLCG1	ERBB2	9606.ENSP00000244007	9606.ENSP00000269571	0	0	0	0	0.049	0.695	0.900	0.446	0.981
PLCG1	EGFR	9606.ENSP00000244007	9606.ENSP00000275493	0	0	0	0	0.042	0.898	0.900	0.803	0.997
PLCG1	GRB2	9606.ENSP00000244007	9606.ENSP00000376345	0	0	0	0.672	0.042	0.858	0.900	0.982	0.999
PLCG2	PIK3R2	9606.ENSP00000482457	9606.ENSP00000222254	0	0	0	0.552	0.042	0.046	0.900	0.134	0.910
PLCG2	PLCG1	9606.ENSP00000482457	9606.ENSP00000244007	0	0	0.070	0.939	0.042	0.387	0.900	0.448	0.964
PLCG2	PIK3R3	9606.ENSP00000482457	9606.ENSP00000262741	0	0	0	0.570	0	0.046	0.900	0.130	0.909
PLCG2	MAPK3	9606.ENSP00000482457	9606.ENSP00000263025	0	0	0	0	0.049	0	0	0.457	0.461
PLCG2	PRKCG	9606.ENSP00000482457	9606.ENSP00000263431	0	0	0	0	0	0	0.900	0	0.900
PLCG2	PIK3CA	9606.ENSP00000482457	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.315	0.928
PLCG2	STAT3	9606.ENSP00000482457	9606.ENSP00000264657	0	0	0	0	0.054	0	0.500	0.575	0.781
PLCG2	TP53	9606.ENSP00000482457	9606.ENSP00000269305	0	0	0	0	0	0.198	0	0.329	0.438
PLCG2	ERBB2	9606.ENSP00000482457	9606.ENSP00000269571	0	0	0	0	0	0.724	0.900	0.299	0.979
PLCG2	EGFR	9606.ENSP00000482457	9606.ENSP00000275493	0	0	0	0	0.042	0.843	0.900	0.614	0.993
PLCG2	MET	9606.ENSP00000482457	9606.ENSP00000317272	0	0	0	0	0.063	0.152	0.900	0.068	0.916
PLCG2	EML4	9606.ENSP00000482457	9606.ENSP00000320663	0	0	0	0	0.049	0	0.900	0	0.900
PLCG2	PIK3CD	9606.ENSP00000482457	9606.ENSP00000366563	0	0	0	0	0.103	0	0.900	0.743	0.974
PLCG2	ALK	9606.ENSP00000482457	9606.ENSP00000373700	0	0	0	0	0	0	0.900	0.191	0.915
PLCG2	GRB2	9606.ENSP00000482457	9606.ENSP00000376345	0	0	0	0.700	0.056	0.268	0.400	0.686	0.852
PLCG2	SOS1	9606.ENSP00000482457	9606.ENSP00000384675	0	0	0	0	0	0.064	0.400	0.286	0.564
PLCG2	PRKCA	9606.ENSP00000482457	9606.ENSP00000408695	0	0	0	0	0.044	0.292	0.900	0.348	0.949
PLCG2	PIK3R1	9606.ENSP00000482457	9606.ENSP00000428056	0	0	0	0.553	0.049	0.616	0.900	0.503	0.979
PLCG2	AKT1	9606.ENSP00000482457	9606.ENSP00000451828	0	0	0	0	0.047	0	0	0.770	0.771
PLCG2	PIK3CB	9606.ENSP00000482457	9606.ENSP00000501150	0	0	0	0	0	0	0.900	0.409	0.938
PLCG2	PRKCB	9606.ENSP00000482457	9606.ENSP00000496129	0	0	0	0	0.174	0	0.900	0.701	0.973
POLK	TP53	9606.ENSP00000241436	9606.ENSP00000269305	0	0	0	0	0	0.168	0.900	0.097	0.918
PRKCA	MAPK1	9606.ENSP00000408695	9606.ENSP00000215832	0	0	0	0.594	0.127	0.102	0.900	0.233	0.931
PRKCA	SOS2	9606.ENSP00000408695	9606.ENSP00000216373	0	0	0	0	0.049	0	0	0.514	0.518
PRKCA	CCND1	9606.ENSP00000408695	9606.ENSP00000227507	0	0	0	0	0.066	0	0	0.446	0.460
PRKCA	PLCG1	9606.ENSP00000408695	9606.ENSP00000244007	0	0	0	0	0.072	0	0.900	0.592	0.958
PRKCA	KRAS	9606.ENSP00000408695	9606.ENSP00000256078	0	0	0	0	0.078	0	0.900	0.326	0.932
PRKCA	MAPK3	9606.ENSP00000408695	9606.ENSP00000263025	0	0	0	0.589	0.062	0.102	0.900	0.542	0.956
PRKCA	PRKCG	9606.ENSP00000408695	9606.ENSP00000263431	0	0	0.052	0.976	0	0.784	0.900	0.333	0.984
PRKCA	PIK3CA	9606.ENSP00000408695	9606.ENSP00000263967	0	0	0	0	0.049	0.115	0	0.606	0.640
PRKCA	STAT3	9606.ENSP00000408695	9606.ENSP00000264657	0	0	0	0	0.056	0	0	0.638	0.644
PRKCA	EGF	9606.ENSP00000408695	9606.ENSP00000265171	0	0	0	0	0	0	0	0.479	0.479
PRKCA	TP53	9606.ENSP00000408695	9606.ENSP00000269305	0	0	0	0	0.104	0	0	0.679	0.700
PRKCA	ERBB2	9606.ENSP00000408695	9606.ENSP00000269571	0	0	0	0.560	0	0.045	0	0.481	0.483
PRKCA	EGFR	9606.ENSP00000408695	9606.ENSP00000275493	0	0	0	0.562	0.049	0.788	0	0.693	0.932
PRKCA	ARAF	9606.ENSP00000408695	9606.ENSP00000290277	0	0	0	0.579	0.044	0.050	0.900	0.077	0.904
PRKCA	RARB	9606.ENSP00000408695	9606.ENSP00000332296	0	0	0	0	0.042	0	0	0.524	0.524
PRKCA	STAT5A	9606.ENSP00000408695	9606.ENSP00000341208	0	0	0	0	0.062	0	0	0.463	0.475
PRKCA	PDPK1	9606.ENSP00000408695	9606.ENSP00000344220	0	0	0	0.704	0.049	0	0.900	0.451	0.943
PRKCA	NRAS	9606.ENSP00000408695	9606.ENSP00000358548	0	0	0	0	0.066	0	0.900	0.296	0.928
PRKCA	GRB2	9606.ENSP00000408695	9606.ENSP00000376345	0	0	0	0	0.081	0.091	0	0.632	0.665
PRKCA	RAF1	9606.ENSP00000408695	9606.ENSP00000401888	0	0	0	0.580	0.042	0.050	0.900	0.199	0.917
PRKCA	HRAS	9606.ENSP00000408695	9606.ENSP00000407586	0	0	0	0	0.086	0	0.900	0.373	0.937
PRKCA	BRAF	9606.ENSP00000408695	9606.ENSP00000419060	0	0	0	0.574	0	0.298	0.900	0.181	0.937
PRKCA	PLCG2	9606.ENSP00000408695	9606.ENSP00000482457	0	0	0	0	0.044	0.292	0.900	0.348	0.949
PRKCA	PRKCB	9606.ENSP00000408695	9606.ENSP00000496129	0	0	0.050	0.981	0.084	0.623	0.900	0.056	0.963
PRKCB	MAPK1	9606.ENSP00000496129	9606.ENSP00000215832	0	0	0	0.591	0.126	0.102	0.900	0.196	0.928
PRKCB	PLCG1	9606.ENSP00000496129	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.543	0.952
PRKCB	KRAS	9606.ENSP00000496129	9606.ENSP00000256078	0	0	0	0	0.062	0	0.900	0.251	0.923
PRKCB	MAPK3	9606.ENSP00000496129	9606.ENSP00000263025	0	0	0	0.588	0.062	0.102	0.900	0.468	0.949
PRKCB	PRKCG	9606.ENSP00000496129	9606.ENSP00000263431	0	0	0.053	0.974	0.062	0.452	0.900	0.061	0.946
PRKCB	PIK3CA	9606.ENSP00000496129	9606.ENSP00000263967	0	0	0	0	0.043	0	0	0.550	0.551
PRKCB	TP53	9606.ENSP00000496129	9606.ENSP00000269305	0	0	0	0	0.083	0	0	0.521	0.542
PRKCB	EGFR	9606.ENSP00000496129	9606.ENSP00000275493	0	0	0	0.558	0.042	0.299	0	0.424	0.579
PRKCB	ARAF	9606.ENSP00000496129	9606.ENSP00000290277	0	0	0	0.578	0.042	0.050	0.900	0.076	0.904
PRKCB	PDPK1	9606.ENSP00000496129	9606.ENSP00000344220	0	0	0	0.688	0.044	0.292	0.400	0.411	0.728
PRKCB	NRAS	9606.ENSP00000496129	9606.ENSP00000358548	0	0	0	0	0.065	0	0.900	0.202	0.918
PRKCB	PIK3CD	9606.ENSP00000496129	9606.ENSP00000366563	0	0	0	0	0.127	0	0	0.593	0.629
PRKCB	RAF1	9606.ENSP00000496129	9606.ENSP00000401888	0	0	0	0.572	0.047	0.050	0.900	0.111	0.908
PRKCB	HRAS	9606.ENSP00000496129	9606.ENSP00000407586	0	0	0	0	0.060	0	0.900	0.207	0.919
PRKCB	PRKCA	9606.ENSP00000496129	9606.ENSP00000408695	0	0	0.050	0.981	0.084	0.623	0.900	0.056	0.963
PRKCB	BRAF	9606.ENSP00000496129	9606.ENSP00000419060	0	0	0	0.578	0	0.050	0.900	0.126	0.909
PRKCB	PIK3R1	9606.ENSP00000496129	9606.ENSP00000428056	0	0	0	0	0.062	0	0	0.504	0.515
PRKCB	AKT1	9606.ENSP00000496129	9606.ENSP00000451828	0	0	0	0.863	0.062	0.416	0	0.110	0.470
PRKCB	PLCG2	9606.ENSP00000496129	9606.ENSP00000482457	0	0	0	0	0.174	0	0.900	0.701	0.973
PRKCG	MAPK1	9606.ENSP00000263431	9606.ENSP00000215832	0	0	0	0.595	0.055	0.064	0.900	0.116	0.911
PRKCG	PLCG1	9606.ENSP00000263431	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.222	0.918
PRKCG	KRAS	9606.ENSP00000263431	9606.ENSP00000256078	0	0	0	0	0.059	0	0.900	0.130	0.911
PRKCG	MAPK3	9606.ENSP00000263431	9606.ENSP00000263025	0	0	0	0.593	0.055	0.064	0.900	0.136	0.913
PRKCG	PLCG2	9606.ENSP00000263431	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0	0.900
PRKCG	ARAF	9606.ENSP00000263431	9606.ENSP00000290277	0	0	0	0.561	0	0.050	0.900	0.060	0.902
PRKCG	RAF1	9606.ENSP00000263431	9606.ENSP00000401888	0	0	0	0.562	0	0.050	0.900	0.065	0.903
PRKCG	NRAS	9606.ENSP00000263431	9606.ENSP00000358548	0	0	0	0	0.059	0	0.900	0.068	0.904
PRKCG	HRAS	9606.ENSP00000263431	9606.ENSP00000407586	0	0	0	0	0.059	0	0.900	0.151	0.913
PRKCG	BRAF	9606.ENSP00000263431	9606.ENSP00000419060	0	0	0	0.562	0	0.050	0.900	0.454	0.943
PRKCG	PRKCB	9606.ENSP00000263431	9606.ENSP00000496129	0	0	0.053	0.974	0.062	0.452	0.900	0.061	0.946
PRKCG	PRKCA	9606.ENSP00000263431	9606.ENSP00000408695	0	0	0.052	0.976	0	0.784	0.900	0.333	0.984
RAF1	MAPK1	9606.ENSP00000401888	9606.ENSP00000215832	0	0	0	0.588	0.115	0.800	0.700	0.593	0.975
RAF1	SOS2	9606.ENSP00000401888	9606.ENSP00000216373	0	0	0	0	0.064	0.084	0	0.613	0.640
RAF1	PIK3R2	9606.ENSP00000401888	9606.ENSP00000222254	0	0	0	0	0.082	0.093	0.900	0.206	0.925
RAF1	HGF	9606.ENSP00000401888	9606.ENSP00000222390	0	0	0	0	0	0.238	0	0.377	0.505
RAF1	CCND1	9606.ENSP00000401888	9606.ENSP00000227507	0	0	0	0	0	0	0	0.581	0.581
RAF1	KRAS	9606.ENSP00000401888	9606.ENSP00000256078	0	0	0	0	0.081	0.947	0.900	0.976	0.999
RAF1	PIK3R3	9606.ENSP00000401888	9606.ENSP00000262741	0	0	0	0	0.049	0.093	0.900	0.120	0.913
RAF1	MAP2K2	9606.ENSP00000401888	9606.ENSP00000262948	0	0	0	0.575	0.126	0.925	0.900	0.495	0.996
RAF1	MAPK3	9606.ENSP00000401888	9606.ENSP00000263025	0	0	0	0.587	0.118	0.545	0.700	0.721	0.962
RAF1	PRKCG	9606.ENSP00000401888	9606.ENSP00000263431	0	0	0	0.562	0	0.050	0.900	0.065	0.903
RAF1	PIK3CA	9606.ENSP00000401888	9606.ENSP00000263967	0	0	0	0	0.066	0.069	0.900	0.719	0.972
RAF1	STAT3	9606.ENSP00000401888	9606.ENSP00000264657	0	0	0	0	0.080	0.096	0	0.736	0.762
RAF1	EGF	9606.ENSP00000401888	9606.ENSP00000265171	0	0	0	0	0	0	0	0.603	0.603
RAF1	RB1	9606.ENSP00000401888	9606.ENSP00000267163	0	0	0	0	0.042	0.785	0	0.211	0.824
RAF1	TP53	9606.ENSP00000401888	9606.ENSP00000269305	0	0	0	0	0.081	0	0	0.588	0.605
RAF1	ERBB2	9606.ENSP00000401888	9606.ENSP00000269571	0	0	0	0.578	0	0.224	0	0.327	0.455
RAF1	EGFR	9606.ENSP00000401888	9606.ENSP00000275493	0	0	0	0.575	0.042	0.645	0	0.590	0.848
RAF1	ARAF	9606.ENSP00000401888	9606.ENSP00000290277	0	0	0.060	0.959	0.064	0.786	0.900	0.803	0.995
RAF1	MAP2K1	9606.ENSP00000401888	9606.ENSP00000302486	0	0	0	0.577	0.131	0.974	0.900	0.970	0.999
RAF1	CASP9	9606.ENSP00000401888	9606.ENSP00000330237	0	0	0	0	0.043	0.067	0	0.439	0.456
RAF1	NRAS	9606.ENSP00000401888	9606.ENSP00000358548	0	0	0	0	0.081	0.908	0.900	0.899	0.999
RAF1	PIK3CD	9606.ENSP00000401888	9606.ENSP00000366563	0	0	0	0	0.060	0.069	0.900	0.322	0.932
RAF1	AKT2	9606.ENSP00000401888	9606.ENSP00000375892	0	0	0.135	0.586	0.074	0.045	0.900	0.159	0.923
RAF1	GRB2	9606.ENSP00000401888	9606.ENSP00000376345	0	0	0	0	0.074	0.100	0	0.776	0.797
RAF1	BAD	9606.ENSP00000401888	9606.ENSP00000378040	0	0	0	0	0	0.828	0.900	0.217	0.985
RAF1	SOS1	9606.ENSP00000401888	9606.ENSP00000384675	0	0	0	0	0.064	0.084	0	0.798	0.812
RAF1	CDKN2A	9606.ENSP00000401888	9606.ENSP00000418915	0	0	0	0	0.042	0.233	0	0.446	0.557
RAF1	PRKCB	9606.ENSP00000401888	9606.ENSP00000496129	0	0	0	0.572	0.047	0.050	0.900	0.111	0.908
RAF1	PRKCA	9606.ENSP00000401888	9606.ENSP00000408695	0	0	0	0.580	0.042	0.050	0.900	0.199	0.917
RAF1	AKT3	9606.ENSP00000401888	9606.ENSP00000500582	0	0	0.141	0.590	0	0.045	0.900	0.169	0.922
RAF1	PIK3CB	9606.ENSP00000401888	9606.ENSP00000501150	0	0	0	0	0.059	0.069	0.900	0.387	0.939
RAF1	PIK3R1	9606.ENSP00000401888	9606.ENSP00000428056	0	0	0	0	0.042	0.263	0.900	0.303	0.944
RAF1	AKT1	9606.ENSP00000401888	9606.ENSP00000451828	0	0	0.145	0.583	0.075	0.816	0.900	0.557	0.992
RAF1	HRAS	9606.ENSP00000401888	9606.ENSP00000407586	0	0	0	0	0.074	0.999	0.900	0.985	0.999
RAF1	BRAF	9606.ENSP00000401888	9606.ENSP00000419060	0	0	0.066	0.945	0	0.927	0.900	0.983	0.999
RARB	STAT3	9606.ENSP00000332296	9606.ENSP00000264657	0	0	0	0	0	0.045	0	0.470	0.472
RARB	TP53	9606.ENSP00000332296	9606.ENSP00000269305	0	0	0	0	0	0	0	0.612	0.612
RARB	EGFR	9606.ENSP00000332296	9606.ENSP00000275493	0	0	0	0	0.059	0.092	0	0.376	0.420
RARB	PRKCA	9606.ENSP00000332296	9606.ENSP00000408695	0	0	0	0	0.042	0	0	0.524	0.524
RARB	FHIT	9606.ENSP00000332296	9606.ENSP00000418582	0	0	0	0	0	0	0	0.664	0.664
RARB	CDKN2A	9606.ENSP00000332296	9606.ENSP00000418915	0	0	0	0	0	0	0	0.666	0.666
RARB	RASSF1	9606.ENSP00000332296	9606.ENSP00000349547	0	0	0	0	0	0	0	0.789	0.789
RARB	RXRG	9606.ENSP00000332296	9606.ENSP00000352900	0	0	0	0.795	0.111	0.642	0.800	0.630	0.973
RARB	RXRB	9606.ENSP00000332296	9606.ENSP00000363817	0	0	0	0.769	0.067	0.716	0.900	0.754	0.992
RARB	RXRA	9606.ENSP00000332296	9606.ENSP00000419692	0	0	0	0.775	0.068	0.971	0.800	0.470	0.996
RASSF1	CCND1	9606.ENSP00000349547	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.479	0.945
RASSF1	KRAS	9606.ENSP00000349547	9606.ENSP00000256078	0	0	0	0	0	0.070	0.900	0.880	0.987
RASSF1	CDK4	9606.ENSP00000349547	9606.ENSP00000257904	0	0	0	0	0	0.210	0	0.400	0.506
RASSF1	PIK3CA	9606.ENSP00000349547	9606.ENSP00000263967	0	0	0	0	0	0	0	0.421	0.421
RASSF1	CDK6	9606.ENSP00000349547	9606.ENSP00000265734	0	0	0	0	0	0.209	0	0.303	0.425
RASSF1	TP53	9606.ENSP00000349547	9606.ENSP00000269305	0	0	0	0	0	0	0	0.620	0.620
RASSF1	ERBB2	9606.ENSP00000349547	9606.ENSP00000269571	0	0	0	0	0.051	0.184	0	0.455	0.541
RASSF1	EGFR	9606.ENSP00000349547	9606.ENSP00000275493	0	0	0	0	0.051	0	0	0.486	0.491
RASSF1	RARB	9606.ENSP00000349547	9606.ENSP00000332296	0	0	0	0	0	0	0	0.789	0.789
RASSF1	CDKN1A	9606.ENSP00000349547	9606.ENSP00000384849	0	0	0	0	0.042	0	0	0.400	0.400
RASSF1	BRAF	9606.ENSP00000349547	9606.ENSP00000419060	0	0	0	0	0	0.187	0	0.508	0.583
RASSF1	AKT1	9606.ENSP00000349547	9606.ENSP00000451828	0	0	0	0	0.060	0.184	0	0.665	0.720
RASSF1	FHIT	9606.ENSP00000349547	9606.ENSP00000418582	0	0	0	0	0	0	0	0.720	0.720
RASSF1	CDKN2A	9606.ENSP00000349547	9606.ENSP00000418915	0	0	0	0	0	0.173	0	0.878	0.894
RASSF1	NRAS	9606.ENSP00000349547	9606.ENSP00000358548	0	0	0	0	0	0.070	0.900	0.609	0.960
RASSF1	HRAS	9606.ENSP00000349547	9606.ENSP00000407586	0	0	0	0	0.056	0.759	0.900	0.719	0.992
RASSF1	RASSF5	9606.ENSP00000349547	9606.ENSP00000462099	0	0	0.059	0.902	0.062	0.749	0.900	0.870	0.996
RASSF1	STK4	9606.ENSP00000349547	9606.ENSP00000361892	0	0	0	0	0	0.940	0.900	0.755	0.998
RASSF5	KRAS	9606.ENSP00000462099	9606.ENSP00000256078	0	0	0	0	0	0.313	0.900	0.752	0.981
RASSF5	RASSF1	9606.ENSP00000462099	9606.ENSP00000349547	0	0	0.059	0.902	0.062	0.749	0.900	0.870	0.996
RASSF5	NRAS	9606.ENSP00000462099	9606.ENSP00000358548	0	0	0	0	0	0.070	0.900	0.578	0.957
RASSF5	STK4	9606.ENSP00000462099	9606.ENSP00000361892	0	0	0	0	0.072	0.989	0.900	0.679	0.999
RASSF5	HRAS	9606.ENSP00000462099	9606.ENSP00000407586	0	0	0	0	0	0.971	0.900	0.829	0.999
RASSF5	FHIT	9606.ENSP00000462099	9606.ENSP00000418582	0	0	0	0	0	0	0	0.543	0.543
RASSF5	AKT1	9606.ENSP00000462099	9606.ENSP00000451828	0	0	0	0	0	0	0	0.554	0.554
RB1	CCND1	9606.ENSP00000267163	9606.ENSP00000227507	0	0	0	0	0	0.932	0.900	0.831	0.998
RB1	KRAS	9606.ENSP00000267163	9606.ENSP00000256078	0	0	0	0	0.056	0.066	0	0.408	0.433
RB1	CDK4	9606.ENSP00000267163	9606.ENSP00000257904	0	0	0	0	0.077	0.994	0.900	0.984	0.999
RB1	E2F3	9606.ENSP00000267163	9606.ENSP00000262904	0	0	0	0	0.104	0.900	0.900	0.897	0.998
RB1	MAPK3	9606.ENSP00000267163	9606.ENSP00000263025	0	0	0	0	0.049	0.230	0	0.399	0.521
RB1	PIK3CA	9606.ENSP00000267163	9606.ENSP00000263967	0	0	0	0	0.150	0	0	0.411	0.478
RB1	STAT3	9606.ENSP00000267163	9606.ENSP00000264657	0	0	0	0	0.056	0.292	0	0.363	0.537
RB1	CDK6	9606.ENSP00000267163	9606.ENSP00000265734	0	0	0	0	0.095	0.871	0.900	0.840	0.997
RB1	ERBB2	9606.ENSP00000267163	9606.ENSP00000269571	0	0	0	0	0	0	0	0.461	0.461
RB1	FOXO3	9606.ENSP00000267163	9606.ENSP00000339527	0	0	0	0	0.060	0.314	0	0.284	0.497
RB1	MAP2K1	9606.ENSP00000267163	9606.ENSP00000302486	0	0	0	0	0.049	0	0	0.514	0.518
RB1	EGFR	9606.ENSP00000267163	9606.ENSP00000275493	0	0	0	0	0.042	0	0	0.519	0.520
RB1	CASP9	9606.ENSP00000267163	9606.ENSP00000330237	0	0	0	0	0.049	0.292	0	0.362	0.532
RB1	AKT1	9606.ENSP00000267163	9606.ENSP00000451828	0	0	0	0	0.060	0.045	0	0.576	0.586
RB1	GRB2	9606.ENSP00000267163	9606.ENSP00000376345	0	0	0	0	0.056	0.317	0	0.463	0.623
RB1	RAF1	9606.ENSP00000267163	9606.ENSP00000401888	0	0	0	0	0.042	0.785	0	0.211	0.824
RB1	CDKN2A	9606.ENSP00000267163	9606.ENSP00000418915	0	0	0	0	0	0.052	0	0.842	0.843
RB1	CDKN1A	9606.ENSP00000267163	9606.ENSP00000384849	0	0	0	0	0	0.332	0.500	0.658	0.876
RB1	TP53	9606.ENSP00000267163	9606.ENSP00000269305	0	0	0	0	0.064	0.510	0	0.872	0.936
RB1	E2F1	9606.ENSP00000267163	9606.ENSP00000345571	0	0	0	0	0.067	0.999	0.900	0.995	0.999
RB1	E2F2	9606.ENSP00000267163	9606.ENSP00000355249	0	0	0	0	0.086	0.990	0.900	0.756	0.999
RXRA	MAPK1	9606.ENSP00000419692	9606.ENSP00000215832	0	0	0	0	0.047	0.292	0	0.242	0.444
RXRA	CCND1	9606.ENSP00000419692	9606.ENSP00000227507	0	0	0	0	0.055	0	0	0.555	0.562
RXRA	MAPK3	9606.ENSP00000419692	9606.ENSP00000263025	0	0	0	0	0.097	0.292	0	0.215	0.454
RXRA	STAT3	9606.ENSP00000419692	9606.ENSP00000264657	0	0	0	0	0.056	0.045	0	0.594	0.602
RXRA	RARB	9606.ENSP00000419692	9606.ENSP00000332296	0	0	0	0.775	0.068	0.971	0.800	0.470	0.996
RXRA	RXRG	9606.ENSP00000419692	9606.ENSP00000352900	0	0	0.054	0.971	0	0.432	0.900	0.064	0.943
RXRA	GADD45A	9606.ENSP00000419692	9606.ENSP00000360025	0	0	0	0	0	0.329	0	0.165	0.415
RXRA	RXRB	9606.ENSP00000419692	9606.ENSP00000363817	0	0	0.055	0.968	0.060	0	0.900	0.347	0.934
RXRA	PIK3R1	9606.ENSP00000419692	9606.ENSP00000428056	0	0	0	0	0.042	0.309	0	0.270	0.475
RXRA	AKT1	9606.ENSP00000419692	9606.ENSP00000451828	0	0	0	0	0.099	0.071	0	0.554	0.595
RXRB	RARB	9606.ENSP00000363817	9606.ENSP00000332296	0	0	0	0.769	0.067	0.716	0.900	0.754	0.992
RXRB	RXRG	9606.ENSP00000363817	9606.ENSP00000352900	0	0	0.059	0.962	0	0	0.900	0.400	0.938
RXRB	RXRA	9606.ENSP00000363817	9606.ENSP00000419692	0	0	0.055	0.968	0.060	0	0.900	0.347	0.934
RXRG	RARB	9606.ENSP00000352900	9606.ENSP00000332296	0	0	0	0.795	0.111	0.642	0.800	0.630	0.973
RXRG	RXRB	9606.ENSP00000352900	9606.ENSP00000363817	0	0	0.059	0.962	0	0	0.900	0.400	0.938
RXRG	RXRA	9606.ENSP00000352900	9606.ENSP00000419692	0	0	0.054	0.971	0	0.432	0.900	0.064	0.943
SOS1	MAPK1	9606.ENSP00000384675	9606.ENSP00000215832	0	0.001	0	0	0.214	0.067	0.400	0.543	0.772
SOS1	SOS2	9606.ENSP00000384675	9606.ENSP00000216373	0	0	0.054	0.972	0.447	0	0.900	0.439	0.966
SOS1	PIK3R2	9606.ENSP00000384675	9606.ENSP00000222254	0	0	0	0	0	0	0.500	0.258	0.613
SOS1	HGF	9606.ENSP00000384675	9606.ENSP00000222390	0	0	0	0	0	0	0.400	0.301	0.562
SOS1	PLCG1	9606.ENSP00000384675	9606.ENSP00000244007	0	0	0	0	0.060	0.751	0.500	0.676	0.957
SOS1	KRAS	9606.ENSP00000384675	9606.ENSP00000256078	0	0	0	0	0.113	0.950	0.900	0.966	0.999
SOS1	MAP2K2	9606.ENSP00000384675	9606.ENSP00000262948	0	0	0	0	0.096	0.051	0	0.777	0.792
SOS1	MAPK3	9606.ENSP00000384675	9606.ENSP00000263025	0	0.001	0	0	0.060	0.311	0.400	0.577	0.814
SOS1	PIK3CA	9606.ENSP00000384675	9606.ENSP00000263967	0	0	0	0	0.629	0	0.500	0.636	0.926
SOS1	EGF	9606.ENSP00000384675	9606.ENSP00000265171	0	0	0	0	0	0	0.400	0.691	0.806
SOS1	TP53	9606.ENSP00000384675	9606.ENSP00000269305	0	0	0	0	0.069	0	0	0.572	0.584
SOS1	ERBB2	9606.ENSP00000384675	9606.ENSP00000269571	0	0	0	0	0	0.115	0.400	0.661	0.804
SOS1	EGFR	9606.ENSP00000384675	9606.ENSP00000275493	0	0	0	0	0.044	0.994	0.900	0.942	0.999
SOS1	ARAF	9606.ENSP00000384675	9606.ENSP00000290277	0	0	0	0	0.064	0.084	0	0.584	0.612
SOS1	MAP2K1	9606.ENSP00000384675	9606.ENSP00000302486	0	0	0	0	0.113	0.051	0	0.811	0.827
SOS1	MET	9606.ENSP00000384675	9606.ENSP00000317272	0	0	0	0	0	0.334	0.400	0.728	0.882
SOS1	PDPK1	9606.ENSP00000384675	9606.ENSP00000344220	0	0	0	0	0.224	0	0.500	0.432	0.760
SOS1	NRAS	9606.ENSP00000384675	9606.ENSP00000358548	0	0	0	0	0.113	0.377	0.900	0.886	0.992
SOS1	PIK3CD	9606.ENSP00000384675	9606.ENSP00000366563	0	0	0	0	0.073	0	0.500	0.270	0.632
SOS1	ALK	9606.ENSP00000384675	9606.ENSP00000373700	0	0	0	0	0	0.163	0	0.390	0.467
SOS1	GRB2	9606.ENSP00000384675	9606.ENSP00000376345	0	0	0	0	0.076	0.998	0.900	0.999	0.999
SOS1	AKT3	9606.ENSP00000384675	9606.ENSP00000500582	0	0	0	0	0.057	0.084	0	0.381	0.420
SOS1	JAK3	9606.ENSP00000384675	9606.ENSP00000432511	0	0	0	0	0.059	0.084	0.400	0.233	0.550
SOS1	TGFA	9606.ENSP00000384675	9606.ENSP00000404131	0	0	0	0	0.066	0	0.400	0.269	0.554
SOS1	PLCG2	9606.ENSP00000384675	9606.ENSP00000482457	0	0	0	0	0	0.064	0.400	0.286	0.564
SOS1	PIK3CB	9606.ENSP00000384675	9606.ENSP00000501150	0	0	0	0	0.125	0	0.500	0.384	0.707
SOS1	AKT1	9606.ENSP00000384675	9606.ENSP00000451828	0	0	0	0	0.080	0.084	0	0.744	0.765
SOS1	RAF1	9606.ENSP00000384675	9606.ENSP00000401888	0	0	0	0	0.064	0.084	0	0.798	0.812
SOS1	BRAF	9606.ENSP00000384675	9606.ENSP00000419060	0	0	0	0	0.158	0.084	0	0.881	0.900
SOS1	PIK3R1	9606.ENSP00000384675	9606.ENSP00000428056	0	0	0	0	0.144	0.613	0.500	0.612	0.927
SOS1	HRAS	9606.ENSP00000384675	9606.ENSP00000407586	0	0	0	0	0.071	0.991	0.900	0.976	0.999
SOS2	MAPK1	9606.ENSP00000216373	9606.ENSP00000215832	0	0	0	0	0.110	0.067	0	0.473	0.524
SOS2	PIK3R1	9606.ENSP00000216373	9606.ENSP00000428056	0	0	0	0	0.121	0.136	0	0.300	0.421
SOS2	PDPK1	9606.ENSP00000216373	9606.ENSP00000344220	0	0	0	0	0.138	0	0	0.412	0.471
SOS2	MAPK3	9606.ENSP00000216373	9606.ENSP00000263025	0	0	0	0	0.049	0.067	0	0.487	0.505
SOS2	PRKCA	9606.ENSP00000216373	9606.ENSP00000408695	0	0	0	0	0.049	0	0	0.514	0.518
SOS2	MAP2K2	9606.ENSP00000216373	9606.ENSP00000262948	0	0	0	0	0.096	0.051	0	0.502	0.535
SOS2	ARAF	9606.ENSP00000216373	9606.ENSP00000290277	0	0	0	0	0.064	0.084	0	0.523	0.556
